year,teamId,team,classification,conference,division,expectedWins,total,conferenceGames,homeGames,awayGames,neutralSiteGames,regularSeason,postseason
2021,2,Auburn,fbs,SEC,West,7.235314710997045,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,5,UAB,fbs,Conference USA,West,9.330867437645793,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,6,South Alabama,fbs,Sun Belt,West,6.063656503762395,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,8,Arkansas,fbs,SEC,West,8.814384530212447,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":4,""losses"":3,""ties"":0,""wins"":1}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,9,Arizona State,fbs,Pac-12,South,9.763653383932272,"{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,12,Arizona,fbs,Pac-12,South,2.235388397447234,"{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":9,""losses"":8,""ties"":0,""wins"":1}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":5,""losses"":5,""ties"":0,""wins"":0}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,21,San Diego State,fbs,Mountain West,West,10.937697882603752,"{""games"":14,""losses"":2,""ties"":0,""wins"":12}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":5,""losses"":0,""ties"":0,""wins"":5}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,23,San José State,fbs,Mountain West,West,5.007185880094767,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,24,Stanford,fbs,Pac-12,North,2.8460643465358744,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":7,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,25,California,fbs,Pac-12,North,5.128846488893032,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":9,""losses"":5,""ties"":0,""wins"":4}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,26,UCLA,fbs,Pac-12,South,8.940619553129313,"{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,30,USC,fbs,Pac-12,South,4.273842949828728,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":9,""losses"":6,""ties"":0,""wins"":3}","{""games"":7,""losses"":5,""ties"":0,""wins"":2}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,36,Colorado State,fbs,Mountain West,Mountain,5.279084492474794,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,38,Colorado,fbs,Pac-12,South,4.450024652884145,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":9,""losses"":6,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":5,""losses"":5,""ties"":0,""wins"":0}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,41,UConn,fbs,FBS Independents,,1.5138564156368375,"{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,52,Florida State,fbs,ACC,Atlantic,5.2638741992414,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":9,""losses"":5,""ties"":0,""wins"":4}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,57,Florida,fbs,SEC,East,7.7045128401908025,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":2,""losses"":2,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,58,South Florida,fbs,American Athletic,,3.3698053615835146,"{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,59,Georgia Tech,fbs,ACC,Coastal,2.9795312538156216,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":7,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,61,Georgia,fbs,SEC,East,13.705910027232997,"{""games"":15,""losses"":1,""ties"":0,""wins"":14}","{""games"":9,""losses"":1,""ties"":0,""wins"":8}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":4,""losses"":0,""ties"":0,""wins"":4}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":13,""losses"":1,""ties"":0,""wins"":12}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}"
2021,62,Hawai'i,fbs,Mountain West,West,6.584471667185426,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":7,""losses"":5,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,66,Iowa State,fbs,Big 12,,7.114272583741695,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":9,""losses"":4,""ties"":0,""wins"":5}","{""games"":6,""losses"":1,""ties"":0,""wins"":5}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,68,Boise State,fbs,Mountain West,Mountain,7.227021876722574,"{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,77,Northwestern,fbs,Big Ten,West,3.126919194124639,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":8,""ties"":0,""wins"":1}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":5,""losses"":5,""ties"":0,""wins"":0}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,84,Indiana,fbs,Big Ten,East,2.4485789926256984,"{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":9,""losses"":9,""ties"":0,""wins"":0}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,87,Notre Dame,fbs,FBS Independents,,10.224179972068415,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":5,""losses"":0,""ties"":0,""wins"":5}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":4,""losses"":0,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":1,""ties"":0,""wins"":11}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,96,Kentucky,fbs,SEC,East,7.6400523212326945,"{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":2,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,97,Louisville,fbs,ACC,Atlantic,7.794280879199505,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":4,""ties"":0,""wins"":4}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":4,""losses"":2,""ties"":0,""wins"":2}","{""games"":2,""losses"":2,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,98,Western Kentucky,fbs,Conference USA,East,8.869391114391329,"{""games"":14,""losses"":5,""ties"":0,""wins"":9}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":13,""losses"":5,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,99,LSU,fbs,SEC,West,6.151971636209593,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,103,Boston College,fbs,ACC,Atlantic,6.30141176097095,"{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,113,Massachusetts,fbs,FBS Independents,,1.4036446946946386,"{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":6,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":11,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,120,Maryland,fbs,Big Ten,East,6.077025283704104,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":9,""losses"":6,""ties"":0,""wins"":3}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,127,Michigan State,fbs,Big Ten,East,9.37718752399087,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,130,Michigan,fbs,Big Ten,East,11.95371381937442,"{""games"":14,""losses"":2,""ties"":0,""wins"":12}","{""games"":10,""losses"":1,""ties"":0,""wins"":9}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":13,""losses"":1,""ties"":0,""wins"":12}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,135,Minnesota,fbs,Big Ten,West,9.83063636906445,"{""games"":13,""losses"":4,""ties"":0,""wins"":9}","{""games"":9,""losses"":3,""ties"":0,""wins"":6}","{""games"":7,""losses"":3,""ties"":0,""wins"":4}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":4,""ties"":0,""wins"":8}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,142,Missouri,fbs,SEC,East,4.098845260872445,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":4,""ties"":0,""wins"":1}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,145,Ole Miss,fbs,SEC,West,8.956464692950249,"{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":4,""losses"":2,""ties"":0,""wins"":2}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,150,Duke,fbs,ACC,Coastal,4.0064155999571085,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":8,""ties"":0,""wins"":0}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":5,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,151,East Carolina,fbs,American Athletic,,5.703442960977554,"{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,152,NC State,fbs,ACC,Atlantic,8.873163377866149,"{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":8,""losses"":2,""ties"":0,""wins"":6}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":3,""ties"":0,""wins"":9}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,153,North Carolina,fbs,ACC,Coastal,6.179468423712553,"{""games"":13,""losses"":7,""ties"":0,""wins"":6}","{""games"":10,""losses"":6,""ties"":0,""wins"":4}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":4,""losses"":4,""ties"":0,""wins"":0}","{""games"":2,""losses"":2,""ties"":0,""wins"":0}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,154,Wake Forest,fbs,ACC,Atlantic,9.168688978999853,"{""games"":14,""losses"":3,""ties"":0,""wins"":11}","{""games"":10,""losses"":3,""ties"":0,""wins"":7}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":6,""losses"":2,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":13,""losses"":3,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,158,Nebraska,fbs,Big Ten,West,5.150182746350765,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":9,""losses"":8,""ties"":0,""wins"":1}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":5,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,164,Rutgers,fbs,Big Ten,East,4.259062650503486,"{""games"":13,""losses"":8,""ties"":0,""wins"":5}","{""games"":9,""losses"":7,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,166,New Mexico State,fbs,FBS Independents,,1.9491785030552278,"{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":7,""losses"":7,""ties"":0,""wins"":0}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":10,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,167,New Mexico,fbs,Mountain West,Mountain,3.289097656345582,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,183,Syracuse,fbs,ACC,Atlantic,5.080959717331575,"{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":7,""losses"":4,""ties"":0,""wins"":3}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":7,""ties"":0,""wins"":5}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,189,Bowling Green,fbs,Mid-American,East,3.802401892856413,"{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":8,""losses"":6,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":8,""ties"":0,""wins"":4}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,193,Miami (OH),fbs,Mid-American,East,7.474570451480823,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":5,""losses"":0,""ties"":0,""wins"":5}","{""games"":7,""losses"":6,""ties"":0,""wins"":1}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,194,Ohio State,fbs,Big Ten,East,10.645576905691996,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":9,""losses"":1,""ties"":0,""wins"":8}","{""games"":7,""losses"":1,""ties"":0,""wins"":6}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,195,Ohio,fbs,Mid-American,East,4.179182451317602,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":5,""ties"":0,""wins"":3}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,197,Oklahoma State,fbs,Big 12,,11.443438468232403,"{""games"":14,""losses"":2,""ties"":0,""wins"":12}","{""games"":10,""losses"":2,""ties"":0,""wins"":8}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":5,""losses"":1,""ties"":0,""wins"":4}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,201,Oklahoma,fbs,Big 12,,9.592321891337633,"{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":9,""losses"":2,""ties"":0,""wins"":7}","{""games"":7,""losses"":0,""ties"":0,""wins"":7}","{""games"":4,""losses"":2,""ties"":0,""wins"":2}","{""games"":2,""losses"":0,""ties"":0,""wins"":2}","{""games"":12,""losses"":2,""ties"":0,""wins"":10}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,202,Tulsa,fbs,American Athletic,,7.893275723539175,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":8,""losses"":3,""ties"":0,""wins"":5}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":6,""losses"":3,""ties"":0,""wins"":3}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}","{""games"":12,""losses"":6,""ties"":0,""wins"":6}","{""games"":1,""losses"":0,""ties"":0,""wins"":1}"
2021,204,Oregon State,fbs,Pac-12,North,7.0581004966576595,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":9,""losses"":4,""ties"":0,""wins"":5}","{""games"":6,""losses"":0,""ties"":0,""wins"":6}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,213,Penn State,fbs,Big Ten,East,7.132313683629036,"{""games"":13,""losses"":6,""ties"":0,""wins"":7}","{""games"":9,""losses"":5,""ties"":0,""wins"":4}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":3,""ties"":0,""wins"":2}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}","{""games"":12,""losses"":5,""ties"":0,""wins"":7}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
2021,218,Temple,fbs,American Athletic,,2.825003710598059,"{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":8,""losses"":7,""ties"":0,""wins"":1}","{""games"":6,""losses"":4,""ties"":0,""wins"":2}","{""games"":6,""losses"":5,""ties"":0,""wins"":1}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}","{""games"":12,""losses"":9,""ties"":0,""wins"":3}","{""games"":0,""losses"":0,""ties"":0,""wins"":0}"
2021,221,Pittsburgh,fbs,ACC,Coastal,10.750465177930892,"{""games"":14,""losses"":3,""ties"":0,""wins"":11}","{""games"":9,""losses"":1,""ties"":0,""wins"":8}","{""games"":7,""losses"":2,""ties"":0,""wins"":5}","{""games"":5,""losses"":0,""ties"":0,""wins"":5}","{""games"":2,""losses"":1,""ties"":0,""wins"":1}","{""games"":13,""losses"":2,""ties"":0,""wins"":11}","{""games"":1,""losses"":1,""ties"":0,""wins"":0}"
